old_age_care,unemployed,reduce_income_diff,jobs,female,age,education,employment,country,survey_year
1,1,1,0,0,21,University or more,Not active,France,2006
1,1,1,1,0,63,Primary or less,Not active,France,2006
1,1,1,0,1,73,Secondary,Not active,France,2006
1,1,1,1,0,66,Primary or less,Not active,France,2006
1,0,0,1,0,25,University or more,Full-time,France,2006
1,1,1,1,0,45,Primary or less,Not active,France,2006
0,1,0,0,0,42,Secondary,Full-time,France,2006
1,1,1,1,1,60,Primary or less,Full-time,France,2006
1,1,0,1,1,22,Secondary,Full-time,France,2006
1,1,1,1,1,35,Primary or less,Full-time,France,2006
1,1,1,1,1,39,Secondary,Full-time,France,2006
0,0,1,0,1,36,University or more,Full-time,France,2006
1,1,1,1,0,57,Primary or less,Not active,France,2006
1,1,1,1,0,60,Primary or less,Not active,France,2006
1,1,1,0,1,52,Primary or less,Full-time,France,2006
1,1,1,1,1,61,Primary or less,Not active,France,2006
1,1,1,1,0,59,Primary or less,Part-time,France,2006
1,1,1,1,0,52,Primary or less,Not active,France,2006
0,0,0,0,1,46,Primary or less,Full-time,France,2006
1,0,1,1,1,47,Primary or less,Not active,France,2006
1,1,1,1,1,47,University or more,Full-time,France,2006
1,1,1,1,1,43,Primary or less,Full-time,France,2006
1,0,1,1,1,51,Secondary,Not active,France,2006
0,0,0,1,1,54,Secondary,Full-time,France,2006
1,1,0,0,0,78,Secondary,Not active,France,2006
1,0,1,1,1,44,Secondary,Full-time,France,2006
1,1,1,0,1,30,University or more,Full-time,France,2006
1,1,1,1,1,54,Primary or less,Full-time,France,2006
1,1,1,1,1,28,Secondary,Full-time,France,2006
1,1,1,1,1,57,University or more,Full-time,France,2006
1,1,1,1,1,72,Primary or less,Not active,France,2006
1,1,1,0,1,72,Secondary,Not active,France,2006
0,0,0,0,0,34,Secondary,Part-time,France,2006
1,1,1,1,0,46,Primary or less,Part-time,France,2006
1,0,1,1,1,52,Secondary,Not active,France,2006
1,1,0,0,0,73,Primary or less,Not active,France,2006
0,0,0,0,0,42,Secondary,Part-time,France,2006
1,0,1,1,1,26,Primary or less,Full-time,France,2006
1,0,0,0,0,35,University or more,Not active,France,2006
1,1,1,0,1,59,Secondary,Not active,France,2006
0,0,0,0,1,85,Secondary,Not active,France,2006
1,1,1,1,1,33,Primary or less,Full-time,France,2006
1,1,0,0,0,67,University or more,Not active,France,2006
0,0,0,0,0,38,Primary or less,Not active,France,2006
1,1,1,1,1,54,Secondary,Not active,France,2006
1,1,1,1,1,28,Secondary,Not active,France,2006
1,1,1,1,1,33,University or more,Full-time,France,2006
1,0,1,1,1,38,Primary or less,Full-time,France,2006
1,1,1,1,1,60,Primary or less,Full-time,France,2006
1,1,1,1,1,31,University or more,Full-time,France,2006
1,1,1,0,0,63,Primary or less,Not active,France,2006
1,0,0,0,0,51,University or more,Part-time,France,2006
1,1,1,1,0,73,Primary or less,Not active,France,2006
1,1,1,1,1,51,Secondary,Not active,France,2006
1,0,1,0,0,58,Primary or less,Not active,France,2006
1,1,0,0,0,50,Primary or less,Not active,France,2006
1,0,1,1,0,32,Primary or less,Full-time,France,2006
1,1,1,1,0,37,Secondary,Full-time,France,2006
0,0,0,1,1,58,Primary or less,Not active,France,2006
1,0,1,1,0,57,Primary or less,Part-time,France,2006
1,1,1,0,1,58,University or more,Not active,France,2006
0,0,0,0,0,45,University or more,Not active,France,2006
0,0,0,0,1,68,Primary or less,Not active,France,2006
1,1,1,0,0,54,Primary or less,Full-time,France,2006
1,1,1,1,0,73,Primary or less,Not active,France,2006
1,1,0,1,1,46,Secondary,Full-time,France,2006
0,0,0,1,0,54,Secondary,Part-time,France,2006
1,1,0,1,1,49,University or more,Not active,France,2006
1,1,1,1,0,68,Primary or less,Not active,France,2006
1,1,1,0,0,72,Secondary,Not active,France,2006
1,1,0,0,0,75,Secondary,Not active,France,2006
1,0,0,0,0,48,Primary or less,Not active,France,2006
1,1,0,0,1,65,Primary or less,Not active,France,2006
1,0,1,0,0,68,University or more,Not active,France,2006
1,1,1,0,1,52,Secondary,Not active,France,2006
1,1,1,1,1,37,University or more,Full-time,France,2006
1,1,1,1,0,76,University or more,Not active,France,2006
1,1,1,0,0,37,University or more,Not active,France,2006
0,0,1,0,1,61,University or more,Not active,France,2006
1,1,0,0,0,47,Primary or less,Full-time,France,2006
1,0,0,0,0,68,University or more,Full-time,France,2006
1,1,1,1,1,63,Secondary,Not active,France,2006
1,1,1,1,0,66,Primary or less,Not active,France,2006
1,1,1,1,1,53,University or more,Not active,France,2006
1,1,1,1,0,71,Primary or less,Not active,France,2006
1,0,0,0,1,37,University or more,Full-time,France,2006
1,1,1,1,0,39,Primary or less,Full-time,France,2006
1,0,1,1,0,69,Primary or less,Not active,France,2006
1,1,1,1,1,50,Primary or less,Full-time,France,2006
1,1,1,0,0,75,Secondary,Not active,France,2006
0,0,1,0,0,46,University or more,Full-time,France,2006
1,1,1,1,0,54,Primary or less,Full-time,France,2006
1,1,1,1,1,52,University or more,Full-time,France,2006
0,0,1,1,1,51,Secondary,Not active,France,2006
1,1,1,1,0,29,Secondary,Full-time,France,2006
1,1,1,1,1,28,Primary or less,Full-time,France,2006
1,0,1,1,0,68,Primary or less,Not active,France,2006
1,0,1,1,1,64,Secondary,Not active,France,2006
1,1,1,1,0,51,Primary or less,Not active,France,2006
1,1,1,1,0,70,Primary or less,Not active,France,2006
1,1,1,0,1,29,University or more,Not active,France,2006
1,0,1,1,1,77,Primary or less,Not active,France,2006
1,0,0,1,0,41,Primary or less,Full-time,France,2006
1,1,1,1,0,66,Primary or less,Not active,France,2006
1,0,0,0,0,47,University or more,Not active,France,2006
1,1,1,0,1,57,Primary or less,Not active,France,2006
1,1,0,1,0,45,University or more,Not active,France,2006
1,1,1,1,1,28,University or more,Full-time,France,2006
1,1,1,0,0,63,Primary or less,Not active,France,2006
1,1,1,0,0,35,University or more,Full-time,France,2006
1,1,0,0,0,78,Primary or less,Not active,France,2006
1,0,1,1,0,50,University or more,Not active,France,2006
1,0,1,1,1,48,Primary or less,Full-time,France,2006
1,1,0,0,1,38,Secondary,Not active,France,2006
1,1,1,1,1,51,University or more,Not active,France,2006
1,1,0,1,1,43,Secondary,Full-time,France,2006
1,1,1,0,1,60,University or more,Not active,France,2006
1,1,1,1,1,32,University or more,Full-time,France,2006
1,1,1,0,1,29,Secondary,Not active,France,2006
1,1,1,1,1,45,Secondary,Full-time,France,2006
1,1,1,0,0,54,Secondary,Not active,France,2006
1,0,1,0,0,42,Primary or less,Full-time,France,2006
1,0,1,1,0,60,Secondary,Not active,France,2006
1,0,1,1,0,70,Secondary,Not active,France,2006
1,1,1,0,1,43,University or more,Not active,France,2006
1,1,1,1,1,23,Secondary,Not active,France,2006
1,1,1,0,1,66,Secondary,Not active,France,2006
1,1,1,1,1,25,Secondary,Full-time,France,2006
1,0,1,1,1,50,University or more,Full-time,France,2006
1,1,1,1,1,30,Secondary,Full-time,France,2006
1,1,1,0,0,74,Primary or less,Not active,France,2006
1,1,0,1,1,22,University or more,Not active,France,2006
1,1,1,0,1,45,Primary or less,Full-time,France,2006
1,1,1,1,1,29,University or more,Full-time,France,2006
1,1,1,0,1,46,University or more,Not active,France,2006
0,1,0,0,1,28,Secondary,Full-time,France,2006
1,0,0,1,0,54,University or more,Not active,France,2006
1,1,1,0,0,62,University or more,Not active,France,2006
1,0,1,1,1,55,Primary or less,Not active,France,2006
1,1,0,1,0,40,Secondary,Part-time,France,2006
1,1,1,1,1,53,Primary or less,Not active,France,2006
0,0,0,0,1,40,Secondary,Not active,France,2006
1,0,1,0,0,25,University or more,Not active,France,2006
1,1,1,1,1,39,Primary or less,Not active,France,2006
0,0,0,0,1,56,Primary or less,Part-time,France,2006
0,0,1,1,1,42,Secondary,Full-time,France,2006
1,1,1,1,1,43,University or more,Full-time,France,2006
0,0,0,0,0,69,Secondary,Full-time,France,2006
1,0,0,0,1,63,Primary or less,Not active,France,2006
1,1,1,1,1,60,Secondary,Not active,France,2006
1,0,0,0,0,36,University or more,Not active,France,2006
1,1,1,1,1,52,Primary or less,Not active,France,2006
1,1,1,1,0,50,Primary or less,Part-time,France,2006
1,1,1,1,0,62,Primary or less,Not active,France,2006
1,1,1,1,0,56,University or more,Full-time,France,2006
1,1,1,1,1,38,Primary or less,Full-time,France,2006
1,0,1,1,0,42,Primary or less,Part-time,France,2006
1,1,1,1,0,39,Primary or less,Part-time,France,2006
1,1,1,0,1,39,Primary or less,Active unemployed,France,2006
1,1,0,1,0,61,Primary or less,Not active,France,2006
1,1,1,1,1,43,Secondary,Full-time,France,2006
0,0,0,1,0,37,Secondary,Full-time,France,2006
1,0,0,1,0,76,Primary or less,Not active,France,2006
1,1,1,1,1,40,Secondary,Full-time,France,2006
1,0,1,0,0,62,Primary or less,Not active,France,2006
1,1,1,1,0,69,Primary or less,Full-time,France,2006
1,1,1,0,1,84,Secondary,Not active,France,2006
1,1,1,1,0,66,Primary or less,Active unemployed,France,2006
1,1,0,1,0,29,Primary or less,Active unemployed,France,2006
1,0,1,1,1,30,University or more,Full-time,France,2006
1,1,1,1,1,49,Secondary,Not active,France,2006
0,0,1,0,1,78,Primary or less,Not active,France,2006
1,1,1,1,0,26,Secondary,Not active,France,2006
1,0,1,1,0,67,Primary or less,Not active,France,2006
1,1,1,1,0,58,Primary or less,Full-time,France,2006
1,1,1,1,1,50,University or more,Full-time,France,2006
0,0,0,0,0,35,Secondary,Part-time,France,2006
1,1,1,1,0,65,Primary or less,Not active,France,2006
1,0,0,1,1,31,Primary or less,Full-time,France,2006
0,0,0,0,0,28,Primary or less,Full-time,France,2006
1,1,0,0,1,39,University or more,Full-time,France,2006
1,0,0,1,1,39,Secondary,Full-time,France,2006
1,0,0,1,1,31,University or more,Full-time,France,2006
0,0,0,0,1,36,Secondary,Full-time,France,2006
1,1,1,1,1,58,Primary or less,Not active,France,2006
1,0,1,0,0,56,Primary or less,Full-time,France,2006
1,1,0,0,1,34,Secondary,Full-time,France,2006
1,1,1,1,1,45,Primary or less,Full-time,France,2006
1,1,1,1,1,39,University or more,Full-time,France,2006
1,1,0,0,0,55,University or more,Full-time,France,2006
1,1,0,1,0,58,Primary or less,Not active,France,2006
1,1,1,1,0,83,Primary or less,Not active,France,2006
1,1,1,0,0,27,University or more,Not active,France,2006
1,1,1,1,0,60,Secondary,Not active,France,2006
1,1,0,0,1,38,University or more,Full-time,France,2006
1,0,1,0,1,35,University or more,Full-time,France,2006
1,1,1,0,0,32,Secondary,Full-time,France,2006
1,1,1,1,1,46,Primary or less,Full-time,France,2006
1,1,1,1,1,44,Primary or less,Not active,France,2006
1,1,1,0,0,35,Secondary,Not active,France,2006
1,1,0,0,0,65,Secondary,Not active,France,2006
1,1,1,1,0,56,Primary or less,Full-time,France,2006
1,1,1,1,1,58,Secondary,Not active,France,2006
1,1,1,1,0,79,Primary or less,Not active,France,2006
1,1,1,0,0,49,Secondary,Full-time,France,2006
1,0,0,0,1,52,University or more,Not active,France,2006
1,1,1,1,1,57,Primary or less,Not active,France,2006
1,1,1,1,0,43,Primary or less,Full-time,France,2006
1,1,1,1,0,51,Primary or less,Not active,France,2006
1,1,1,1,0,57,Secondary,Not active,France,2006
1,1,1,1,1,49,Secondary,Full-time,France,2006
1,1,1,1,1,39,Primary or less,Full-time,France,2006
1,0,0,0,0,26,Secondary,Not active,France,2006
1,1,1,1,0,36,Primary or less,Not active,France,2006
1,1,1,1,1,48,Primary or less,Full-time,France,2006
1,0,1,0,1,27,Secondary,Full-time,France,2006
1,1,1,1,1,50,Secondary,Not active,France,2006
1,1,1,0,0,51,Primary or less,Part-time,France,2006
1,0,0,1,0,33,University or more,Full-time,France,2006
0,0,1,0,0,33,Secondary,Full-time,France,2006
1,1,0,0,0,70,University or more,Not active,France,2006
1,0,1,0,0,39,Secondary,Not active,France,2006
1,1,1,1,0,60,Primary or less,Not active,France,2006
1,1,1,0,0,69,Secondary,Not active,France,2006
1,0,0,0,0,50,Primary or less,Full-time,France,2006
0,0,0,0,1,36,Primary or less,Full-time,France,2006
0,0,0,0,0,53,Primary or less,Not active,France,2006
1,0,1,0,1,27,University or more,Not active,France,2006
0,0,0,0,0,42,Secondary,Not active,France,2006
1,1,1,1,1,90,Primary or less,Not active,France,2006
1,1,1,1,0,66,Secondary,Not active,France,2006
0,0,0,0,0,32,University or more,Not active,France,2006
1,0,0,0,1,34,University or more,Not active,France,2006
1,1,1,0,0,63,Primary or less,Not active,France,2006
1,1,1,1,1,31,Primary or less,Full-time,France,2006
1,1,1,1,0,34,Secondary,Part-time,France,2006
1,0,1,0,1,74,Primary or less,Not active,France,2006
1,1,1,1,1,23,Secondary,Full-time,France,2006
1,1,0,1,0,35,University or more,Part-time,France,2006
1,1,0,0,0,22,University or more,Not active,France,2006
1,1,1,1,0,47,University or more,Full-time,France,2006
1,0,0,0,1,76,Secondary,Not active,France,2006
0,0,1,1,0,47,Secondary,Not active,France,2006
1,0,1,0,0,71,Primary or less,Not active,France,2006
1,1,1,0,0,89,Primary or less,Not active,France,2006
1,1,1,1,1,60,University or more,Not active,France,2006
1,1,1,0,1,45,Secondary,Full-time,France,2006
1,1,1,1,0,49,Secondary,Not active,France,2006
1,1,1,1,0,51,Primary or less,Full-time,France,2006
0,0,0,0,0,84,Secondary,Not active,France,2006
1,0,1,0,0,57,Primary or less,Not active,France,2006
1,1,1,1,1,43,Secondary,Full-time,France,2006
0,1,0,0,0,81,University or more,Not active,France,2006
1,1,1,0,1,37,University or more,Not active,France,2006
1,1,1,0,0,62,Secondary,Not active,France,2006
1,1,1,0,0,62,Secondary,Not active,France,2006
1,0,0,0,1,42,Secondary,Full-time,France,2006
1,1,1,1,1,32,Secondary,Full-time,France,2006
1,0,1,0,0,57,Primary or less,Full-time,France,2006
1,1,1,1,1,24,Secondary,Full-time,France,2006
1,0,1,1,0,67,Primary or less,Not active,France,2006
1,0,1,0,0,63,Secondary,Not active,France,2006
1,1,1,0,0,85,Secondary,Not active,France,2006
1,1,1,1,0,45,Primary or less,Not active,France,2006
1,1,0,0,1,73,Secondary,Not active,France,2006
1,1,1,1,1,48,Primary or less,Full-time,France,2006
1,0,1,0,0,53,University or more,Not active,France,2006
1,1,0,0,0,53,University or more,Part-time,France,2006
1,0,0,0,0,35,University or more,Full-time,France,2006
1,1,1,1,1,38,University or more,Not active,France,2006
1,1,1,0,1,54,Secondary,Full-time,France,2006
1,1,1,1,0,53,Primary or less,Not active,France,2006
0,0,0,0,1,23,Primary or less,Full-time,France,2006
1,1,1,0,1,42,University or more,Not active,France,2006
0,1,1,1,0,28,University or more,Not active,France,2006
1,1,0,0,1,38,Secondary,Full-time,France,2006
1,1,1,0,0,74,University or more,Not active,France,2006
1,1,1,0,0,60,Primary or less,Not active,France,2006
0,0,0,0,1,79,Primary or less,Not active,France,2006
1,1,1,1,0,55,Primary or less,Full-time,France,2006
1,1,1,0,0,59,Primary or less,Active unemployed,France,2006
1,0,1,1,0,59,Secondary,Full-time,France,2006
1,1,1,1,0,42,University or more,Full-time,France,2006
0,0,0,0,0,36,University or more,Not active,France,2006
1,1,1,1,0,84,Secondary,Not active,France,2006
1,1,1,1,0,69,Primary or less,Not active,France,2006
1,1,1,1,1,51,Primary or less,Full-time,France,2006
1,0,1,0,0,46,Primary or less,Part-time,France,2006
1,1,1,1,1,43,Secondary,Full-time,France,2006
0,0,0,1,1,42,Secondary,Full-time,France,2006
1,1,1,1,1,68,Secondary,Not active,France,2006
1,1,1,1,1,50,Secondary,Not active,France,2006
1,1,1,1,1,64,Primary or less,Not active,France,2006
1,1,1,1,0,63,Secondary,Not active,France,2006
1,1,0,0,1,57,University or more,Not active,France,2006
1,1,1,1,1,64,University or more,Not active,France,2006
1,1,1,0,0,39,Primary or less,Full-time,France,2006
0,0,1,1,0,50,Primary or less,Full-time,France,2006
1,1,1,1,0,53,Primary or less,Not active,France,2006
1,0,1,1,1,20,Secondary,Not active,France,2006
1,1,1,1,1,34,Secondary,Not active,France,2006
1,1,1,1,1,55,Secondary,Full-time,France,2006
1,1,1,1,1,51,University or more,Full-time,France,2006
0,0,1,1,0,36,Primary or less,Part-time,France,2006
1,1,1,1,0,61,Primary or less,Not active,France,2006
1,1,1,1,0,70,Primary or less,Not active,France,2006
1,1,1,1,0,71,Primary or less,Not active,France,2006
1,1,1,1,0,56,Primary or less,Part-time,France,2006
0,0,0,0,0,63,Primary or less,Not active,France,2006
1,1,1,1,1,51,Secondary,Not active,France,2006
1,1,1,1,0,44,Primary or less,Part-time,France,2006
1,1,1,1,0,76,Primary or less,Not active,France,2006
1,1,1,0,0,58,Primary or less,Not active,France,2006
1,0,1,0,1,32,Secondary,Full-time,France,2006
1,0,1,1,1,42,Primary or less,Not active,France,2006
0,0,0,0,0,56,University or more,Part-time,France,2006
1,1,0,0,1,56,Primary or less,Not active,France,2006
1,0,1,0,1,27,Secondary,Not active,France,2006
1,0,0,0,0,22,University or more,Not active,France,2006
1,1,0,1,1,41,Secondary,Not active,France,2006
1,0,0,0,0,58,Primary or less,Part-time,France,2006
1,1,1,1,1,58,Secondary,Not active,France,2006
1,0,1,1,1,26,Secondary,Full-time,France,2006
0,0,1,0,1,24,Primary or less,Full-time,France,2006
1,1,1,0,0,40,University or more,Full-time,France,2006
1,1,1,1,1,75,Primary or less,Not active,France,2006
1,1,0,0,0,53,Secondary,Not active,France,2006
0,1,1,1,1,45,Primary or less,Full-time,France,2006
1,1,1,1,0,54,Primary or less,Full-time,France,2006
1,1,1,0,0,60,University or more,Full-time,France,2006
1,1,1,1,0,33,University or more,Not active,France,2006
1,0,0,1,0,35,University or more,Full-time,France,2006
1,0,0,1,0,74,University or more,Not active,France,2006
1,1,1,0,0,68,Primary or less,Not active,France,2006
1,1,1,1,1,74,Primary or less,Not active,France,2006
1,0,0,1,0,35,Secondary,Full-time,France,2006
1,1,1,1,0,57,Primary or less,Full-time,France,2006
1,1,1,0,0,65,Secondary,Not active,France,2006
1,1,1,1,1,50,Primary or less,Full-time,France,2006
1,1,0,0,0,82,Primary or less,Not active,France,2006
0,0,1,0,0,71,University or more,Not active,France,2006
1,1,1,0,1,73,Secondary,Not active,France,2006
1,1,1,1,0,27,Secondary,Not active,France,2006
1,1,1,1,1,59,Secondary,Not active,France,2006
1,1,1,1,0,41,Primary or less,Part-time,France,2006
1,1,1,0,1,41,Secondary,Part-time,France,2006
1,1,1,1,0,57,University or more,Not active,France,2006
1,1,0,0,1,27,Primary or less,Full-time,France,2006
1,1,0,1,1,33,University or more,Not active,France,2006
1,0,0,1,1,42,Secondary,Not active,France,2006
1,1,1,1,1,53,University or more,Not active,France,2006
1,1,1,1,0,43,Primary or less,Full-time,France,2006
1,1,1,0,1,60,University or more,Not active,France,2006
1,1,1,1,1,67,Secondary,Not active,France,2006
1,1,1,1,0,77,Primary or less,Not active,France,2006
1,1,0,0,0,78,Secondary,Not active,France,2006
0,0,1,0,1,27,Primary or less,Full-time,France,2006
1,0,0,0,0,34,University or more,Not active,France,2006
1,1,1,0,0,55,University or more,Full-time,France,2006
1,0,1,1,1,75,Primary or less,Not active,France,2006
1,1,1,0,1,30,Secondary,Not active,France,2006
0,0,1,0,0,31,Secondary,Not active,France,2006
1,0,1,1,1,28,Secondary,Not active,France,2006
1,0,1,1,0,54,Primary or less,Not active,France,2006
1,1,1,1,1,76,Primary or less,Not active,France,2006
1,1,0,0,0,40,Primary or less,Not active,France,2006
1,1,0,0,0,69,University or more,Not active,France,2006
1,1,1,0,0,62,University or more,Not active,France,2006
1,1,1,0,1,37,University or more,Full-time,France,2006
1,0,1,1,1,30,Secondary,Full-time,France,2006
1,1,1,0,1,33,University or more,Full-time,France,2006
1,1,1,1,1,40,University or more,Full-time,France,2006
1,1,1,1,0,61,Primary or less,Full-time,France,2006
1,1,1,1,0,78,Primary or less,Not active,France,2006
1,1,0,1,0,56,Secondary,Not active,France,2006
1,1,0,1,1,22,University or more,Not active,France,2006
1,1,1,0,1,28,University or more,Not active,France,2006
0,0,0,0,1,81,Secondary,Not active,France,2006
1,1,1,0,1,60,University or more,Not active,France,2006
1,0,1,1,1,51,Primary or less,Full-time,France,2006
1,1,1,0,0,68,Primary or less,Not active,France,2006
1,0,0,0,1,29,Secondary,Full-time,France,2006
1,0,0,0,0,38,University or more,Full-time,France,2006
1,1,1,0,0,61,Primary or less,Not active,France,2006
1,0,0,0,1,51,Secondary,Full-time,France,2006
1,1,1,1,0,70,Secondary,Not active,France,2006
1,0,1,0,1,38,Secondary,Not active,France,2006
1,0,0,0,1,42,University or more,Part-time,France,2006
1,0,0,0,0,27,University or more,Not active,France,2006
0,0,0,0,0,73,Primary or less,Not active,France,2006
1,0,0,0,0,38,University or more,Not active,France,2006
1,0,1,0,1,65,Primary or less,Not active,France,2006
1,1,1,0,0,70,University or more,Not active,France,2006
1,1,0,0,1,60,Secondary,Not active,France,2006
1,0,1,1,0,74,Primary or less,Not active,France,2006
1,0,0,1,1,31,University or more,Full-time,France,2006
1,1,1,1,0,58,Primary or less,Active unemployed,France,2006
1,1,1,1,1,44,Primary or less,Full-time,France,2006
1,1,1,1,0,52,University or more,Full-time,France,2006
1,1,1,1,1,43,Primary or less,Not active,France,2006
0,0,1,0,1,57,University or more,Full-time,France,2006
1,0,1,0,0,39,University or more,Full-time,France,2006
1,0,0,1,1,28,Secondary,Full-time,France,2006
1,1,1,1,1,48,Primary or less,Not active,France,2006
1,1,1,1,1,35,Secondary,Full-time,France,2006
1,1,1,1,1,37,Primary or less,Not active,France,2006
1,1,1,1,1,43,Primary or less,Full-time,France,2006
1,1,1,1,0,56,Primary or less,Part-time,France,2006
1,1,1,1,0,38,Secondary,Full-time,France,2006
1,1,1,1,1,39,Primary or less,Not active,France,2006
1,0,1,0,0,67,Primary or less,Not active,France,2006
1,1,1,0,1,49,Primary or less,Not active,France,2006
1,1,1,0,0,34,University or more,Full-time,France,2006
1,0,1,0,0,58,University or more,Full-time,France,2006
1,1,0,0,1,44,University or more,Not active,France,2006
0,0,0,0,1,52,Primary or less,Not active,France,2006
0,0,0,0,0,75,Primary or less,Not active,France,2006
1,1,0,0,1,63,University or more,Not active,France,2006
1,1,1,1,0,60,Primary or less,Not active,France,2006
1,0,1,1,1,42,Primary or less,Full-time,France,2006
1,1,1,1,0,43,Secondary,Full-time,France,2006
1,1,1,1,0,46,Primary or less,Full-time,France,2006
1,0,1,1,1,74,Primary or less,Not active,France,2006
1,0,1,0,0,41,University or more,Not active,France,2006
1,1,1,1,1,46,Secondary,Not active,France,2006
1,1,1,0,0,60,Primary or less,Not active,France,2006
1,1,1,1,0,74,Primary or less,Not active,France,2006
1,1,1,1,0,59,Primary or less,Not active,France,2006
1,1,1,1,0,59,University or more,Not active,France,2006
1,1,1,1,1,73,University or more,Not active,France,2006
1,1,1,0,1,45,Secondary,Not active,France,2006
1,1,1,1,0,73,Secondary,Not active,France,2006
1,1,1,1,0,80,Primary or less,Not active,France,2006
1,1,1,1,0,67,Primary or less,Not active,France,2006
1,1,1,1,0,73,Primary or less,Not active,France,2006
1,0,0,0,1,62,Primary or less,Not active,France,2006
1,1,1,0,0,63,Secondary,Not active,France,2006
1,1,1,0,0,34,Primary or less,Full-time,France,2006
1,0,1,0,0,51,Primary or less,Part-time,France,2006
1,1,1,1,0,56,Secondary,Not active,France,2006
1,0,1,1,1,40,Secondary,Part-time,France,2006
1,0,1,0,1,66,Primary or less,Not active,France,2006
1,1,0,0,1,73,Secondary,Not active,France,2006
0,0,0,0,1,49,University or more,Full-time,France,2006
1,1,1,1,1,72,Primary or less,Not active,France,2006
1,1,1,0,1,57,Secondary,Active unemployed,France,2006
1,1,1,1,0,59,Primary or less,Active unemployed,France,2006
1,0,0,1,1,63,Primary or less,Full-time,France,2006
1,1,1,1,0,48,Primary or less,Not active,France,2006
1,0,1,1,0,33,Secondary,Not active,France,2006
1,0,1,1,0,43,Primary or less,Full-time,France,2006
1,1,0,0,1,55,University or more,Full-time,France,2006
1,1,0,1,1,53,Primary or less,Not active,France,2006
1,1,1,0,1,57,University or more,Full-time,France,2006
1,1,1,0,0,34,University or more,Full-time,France,2006
1,1,1,1,1,64,Primary or less,Not active,France,2006
1,0,1,0,0,77,Secondary,Not active,France,2006
1,1,1,1,0,72,Primary or less,Not active,France,2006
1,0,0,0,0,68,Primary or less,Not active,France,2006
0,0,1,1,0,48,Primary or less,Full-time,France,2006
1,1,1,0,0,40,Primary or less,Full-time,France,2006
1,1,1,1,1,45,Secondary,Active unemployed,France,2006
0,0,1,1,1,40,Primary or less,Full-time,France,2006
0,0,0,1,0,37,Primary or less,Active unemployed,France,2006
1,1,1,1,1,46,Primary or less,Not active,France,2006
0,0,0,0,0,31,Primary or less,Full-time,France,2006
0,0,0,0,0,24,University or more,Part-time,France,2006
1,1,1,1,0,34,Primary or less,Not active,France,2006
1,1,1,1,1,57,Primary or less,Not active,France,2006
1,1,1,0,0,53,Primary or less,Full-time,France,2006
1,0,1,0,1,33,Primary or less,Not active,France,2006
1,1,1,1,0,64,Secondary,Not active,France,2006
1,0,1,0,1,76,Secondary,Not active,France,2006
1,0,0,0,0,63,Primary or less,Not active,France,2006
1,1,1,0,1,75,Secondary,Not active,France,2006
0,0,0,0,0,39,University or more,Part-time,France,2006
1,1,1,0,1,50,Primary or less,Not active,France,2006
1,1,0,1,1,42,University or more,Not active,France,2006
1,1,1,0,1,66,Secondary,Not active,France,2006
1,1,0,1,1,50,Secondary,Not active,France,2006
1,1,1,1,1,75,Primary or less,Not active,France,2006
1,1,1,1,1,80,Primary or less,Not active,France,2006
1,1,1,1,1,23,Secondary,Full-time,France,2006
1,1,1,1,0,69,Primary or less,Not active,France,2006
1,1,0,1,0,18,Primary or less,Not active,France,2006
1,1,1,1,0,43,Primary or less,Not active,France,2006
1,1,1,1,1,47,Primary or less,Not active,France,2006
1,1,1,1,0,55,Primary or less,Part-time,France,2006
1,0,1,1,1,30,Secondary,Full-time,France,2006
1,0,1,1,0,46,Secondary,Full-time,France,2006
1,0,1,0,0,86,Primary or less,Not active,France,2006
1,1,1,1,1,58,Primary or less,Not active,France,2006
1,1,1,1,1,48,University or more,Full-time,France,2006
1,1,1,1,0,52,Primary or less,Not active,France,2006
1,0,0,0,0,80,Primary or less,Not active,France,2006
1,1,1,1,0,84,Primary or less,Not active,France,2006
1,0,1,1,1,87,Secondary,Not active,France,2006
1,1,0,0,1,76,Primary or less,Not active,France,2006
1,0,0,0,0,57,Secondary,Not active,France,2006
1,1,1,1,0,70,Primary or less,Not active,France,2006
1,0,0,1,0,58,Primary or less,Not active,France,2006
1,1,1,1,1,82,Primary or less,Not active,France,2006
1,0,1,1,1,35,Primary or less,Full-time,France,2006
1,1,1,1,1,90,Primary or less,Not active,France,2006
1,1,1,0,0,44,Primary or less,Part-time,France,2006
1,1,1,1,0,62,Primary or less,Not active,France,2006
1,1,1,0,1,43,University or more,Full-time,France,2006
0,0,0,1,1,59,Primary or less,Not active,France,2006
1,0,1,1,1,39,University or more,Full-time,France,2006
0,1,1,0,0,30,University or more,Not active,France,2006
1,1,1,0,0,65,University or more,Not active,France,2006
1,1,0,1,0,46,Secondary,Not active,France,2006
1,1,1,1,1,62,Primary or less,Full-time,France,2006
1,1,0,1,1,69,Primary or less,Not active,France,2006
1,1,1,1,1,54,Secondary,Not active,France,2006
1,1,1,1,0,65,Primary or less,Not active,France,2006
1,0,1,0,0,54,Primary or less,Not active,France,2006
1,1,0,0,0,29,University or more,Full-time,France,2006
1,0,1,0,1,60,Secondary,Not active,France,2006
1,0,0,1,0,38,University or more,Full-time,France,2006
1,1,1,1,0,56,Primary or less,Full-time,France,2006
1,1,1,1,1,69,Primary or less,Not active,France,2006
1,1,1,1,0,87,Primary or less,Not active,France,2006
